CLAVE CT,NOM TURNO,NOMBRE CT,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,ZONA ESCOLAR,SOSTENIM.,NOM SOST.,NIVEL,PROGRAMA,DESERCIÓN INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL,SOSTENIMIENTO
14DPR0381Y,CONTINUO (JORNADA AMPLIADA),LIBERTAD,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0382X,CONTINUO (JORNADA AMPLIADA),18 DE MARZO,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,4.76%,0%,,100%,FEDERALIZADO
14DPR0383W,CONTINUO (JORNADA AMPLIADA),J VICENTE NEGRETE,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0384V,CONTINUO (JORNADA AMPLIADA),BENITO JUAREZ,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,3.64%,0%,,100%,FEDERALIZADO
14DPR0385U,CONTINUO (JORNADA AMPLIADA),EMILIANO ZAPATA,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,2.27%,4.65%,,100%,FEDERALIZADO
14DPR0386T,CONTINUO (JORNADA AMPLIADA),GABRIEL RAMOS MILLAN,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,9.52%,0%,,100%,FEDERALIZADO
14DPR0387S,CONTINUO (JORNADA AMPLIADA),BANDERA NACIONAL,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,1.74%,0%,,95.24%,FEDERALIZADO
14DPR0388R,CONTINUO (JORNADA AMPLIADA),JOSEFA ORTIZ DE DOMINGUEZ,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0389Q,CONTINUO (JORNADA AMPLIADA),J DOLORES I†IGUEZ,40,HOSTOTIPAQUILLO,202,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0391E,MATUTINO,ROSAS MORENO,41,HUEJUCAR,54,24,FEDERALIZADO,PRIMARIA,GENERAL,20%,0%,,100%,FEDERALIZADO
14DPR0393C,MATUTINO,RAFAEL RAMIREZ,41,HUEJUCAR,54,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0394B,MATUTINO,BENITO JUAREZ,41,HUEJUCAR,54,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,6.25%,,100%,FEDERALIZADO
14DPR0395A,MATUTINO,JUSTO SIERRA,41,HUEJUCAR,54,24,FEDERALIZADO,PRIMARIA,GENERAL,8.33%,0%,,0%,FEDERALIZADO
14DPR0397Z,MATUTINO,CUAUHTEMOC,41,HUEJUCAR,54,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0398Y,MATUTINO,ESCUADRON 201,41,HUEJUCAR,54,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0399X,MATUTINO,IGNACIO ZARAGOZA,48,JESUS MARIA,227,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0400W,VESPERTINO,FRANCISCO I MADERO,42,HUEJUQUILLA EL ALTO,100,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0401V,VESPERTINO,JUAN ESCUTIA,42,HUEJUQUILLA EL ALTO,100,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0402U,MATUTINO,ADOLFO LOPEZ MATEOS,42,HUEJUQUILLA EL ALTO,100,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0403T,MATUTINO,GREGORIO TORRES QUINTERO,42,HUEJUQUILLA EL ALTO,100,24,FEDERALIZADO,PRIMARIA,GENERAL,2.7%,0%,,100%,FEDERALIZADO
14DPR0404S,MATUTINO,FRANCISCO VILLA,43,LA HUERTA,192,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,4.17%,,100%,FEDERALIZADO
14DPR0405R,MATUTINO,VICENTE GUERRERO,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0407P,MATUTINO,MANUEL LOPEZ COTILLA,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,11.76%,0%,,100%,FEDERALIZADO
14DPR0408O,MATUTINO,JOSE MA MORELOS Y PAVON,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.69%,,100%,FEDERALIZADO
14DPR0409N,MATUTINO,EMILIANO ZAPATA,43,LA HUERTA,192,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.3%,,93.94%,FEDERALIZADO
14DPR0410C,MATUTINO,UNION Y PROGRESO,43,LA HUERTA,192,24,FEDERALIZADO,PRIMARIA,GENERAL,0.85%,0%,,93.33%,FEDERALIZADO
14DPR0411B,MATUTINO,NI†OS HEROES,43,LA HUERTA,192,24,FEDERALIZADO,PRIMARIA,GENERAL,2.63%,2.7%,,100%,FEDERALIZADO
14DPR0412A,MATUTINO,FRAY PEDRO DE GANTE,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,66.67%,FEDERALIZADO
14DPR0413Z,MATUTINO,FRANCISCO I MADERO,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,11.11%,0%,,85.71%,FEDERALIZADO
14DPR0414Z,MATUTINO,5 DE MAYO,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,7.41%,0%,,100%,FEDERALIZADO
14DPR0415Y,MATUTINO,MANUEL LOPEZ COTILLA,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,60%,FEDERALIZADO
14DPR0416X,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,33.33%,FEDERALIZADO
14DPR0417W,MATUTINO,EMANCIPACION,43,LA HUERTA,192,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0418V,MATUTINO,IGNACIO ZARAGOZA,43,LA HUERTA,192,24,FEDERALIZADO,PRIMARIA,GENERAL,7.23%,1.3%,,100%,FEDERALIZADO
14DPR0419U,MATUTINO,JUSTO SIERRA,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,11.11%,0%,,100%,FEDERALIZADO
14DPR0421I,MATUTINO,5 DE FEBRERO,43,LA HUERTA,35,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0423G,MATUTINO,EMILIANO ZAPATA,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,4%,0%,,80.95%,FEDERALIZADO
14DPR0424F,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,1.13%,0.46%,,87.65%,FEDERALIZADO
14DPR0425E,VESPERTINO,LEONA VICARIO,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,8.89%,2.44%,,72.22%,FEDERALIZADO
14DPR0426D,MATUTINO,JOSE MA MORELOS Y PAVON,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,0.81%,0%,,77.14%,FEDERALIZADO
14DPR0427C,MATUTINO,J VICENTE NEGRETE,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,1.39%,0%,,100%,FEDERALIZADO
14DPR0428B,MATUTINO,GREGORIO TORRES QUINTERO,44,IXTLAHUACAN DE LOS MEMBRILLOS,253,24,FEDERALIZADO,PRIMARIA,GENERAL,6.13%,3.02%,,100%,FEDERALIZADO
14DPR0429A,MATUTINO,JOSE MA MORELOS Y PAVON,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.34%,,93.02%,FEDERALIZADO
14DPR0430Q,MATUTINO,JOSE MA MORELOS Y PAVON,70,EL SALTO,7,24,FEDERALIZADO,PRIMARIA,GENERAL,3.8%,0%,,100%,FEDERALIZADO
14DPR0431P,MATUTINO,CUAUHTEMOC,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.89%,,100%,FEDERALIZADO
14DPR0432O,MATUTINO,NI†OS HEROES,44,IXTLAHUACAN DE LOS MEMBRILLOS,144,24,FEDERALIZADO,PRIMARIA,GENERAL,0.93%,3.27%,,82.93%,FEDERALIZADO
14DPR0433N,CONTINUO (JORNADA AMPLIADA),GUADALUPE VICTORIA,45,IXTLAHUACAN DEL RIO,251,24,FEDERALIZADO,PRIMARIA,GENERAL,7.69%,16.67%,,25%,FEDERALIZADO
14DPR0434M,VESPERTINO,JAIME NUNO,45,IXTLAHUACAN DEL RIO,91,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,3.03%,,100%,FEDERALIZADO
14DPR0435L,VESPERTINO,JUAN ALDAMA,45,IXTLAHUACAN DEL RIO,251,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,4%,,50%,FEDERALIZADO
14DPR0436K,CONTINUO (JORNADA AMPLIADA),REDENCION,45,IXTLAHUACAN DEL RIO,251,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,66.67%,FEDERALIZADO
14DPR0437J,CONTINUO (JORNADA AMPLIADA),VICENTE SUAREZ,45,IXTLAHUACAN DEL RIO,91,24,FEDERALIZADO,PRIMARIA,GENERAL,4.88%,10.26%,,100%,FEDERALIZADO
14DPR0439H,MATUTINO,12 DE OCTUBRE,45,IXTLAHUACAN DEL RIO,91,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,63.64%,FEDERALIZADO
14DPR0440X,VESPERTINO,VICENTE GUERRERO,45,IXTLAHUACAN DEL RIO,251,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0441W,MATUTINO,JOSE ANTONIO TORRES,45,IXTLAHUACAN DEL RIO,251,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,8.57%,,60%,FEDERALIZADO
14DPR0442V,CONTINUO (TIEMPO COMPLETO),20 DE NOVIEMBRE,45,IXTLAHUACAN DEL RIO,91,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,2.8%,,91.67%,FEDERALIZADO
14DPR0443U,CONTINUO (JORNADA AMPLIADA),5 DE FEBRERO,45,IXTLAHUACAN DEL RIO,91,24,FEDERALIZADO,PRIMARIA,GENERAL,2.2%,0%,,76.47%,FEDERALIZADO
14DPR0445S,MATUTINO,FRANCISCO I MADERO,45,IXTLAHUACAN DEL RIO,251,24,FEDERALIZADO,PRIMARIA,GENERAL,30%,14.29%,,0%,FEDERALIZADO
14DPR0446R,MATUTINO,FRANCISCO MARQUEZ,45,IXTLAHUACAN DEL RIO,251,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0447Q,MATUTINO,MARIANO MATAMOROS,45,IXTLAHUACAN DEL RIO,91,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,57.14%,FEDERALIZADO
14DPR0448P,CONTINUO (JORNADA AMPLIADA),REVOLUCION,45,IXTLAHUACAN DEL RIO,251,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0449O,MATUTINO,MARIANO MATAMOROS,46,JALOSTOTITLAN,228,24,FEDERALIZADO,PRIMARIA,GENERAL,0.48%,1.94%,,90.63%,FEDERALIZADO
14DPR0450D,MATUTINO,BENITO JUAREZ,117,CA†ADAS DE OBREGON,122,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0451C,MATUTINO,NI†OS HEROES,46,JALOSTOTITLAN,24,24,FEDERALIZADO,PRIMARIA,GENERAL,4.39%,0.31%,,92.59%,FEDERALIZADO
14DPR0452B,VESPERTINO,IGNACIO M ALTAMIRANO,124,ZAPOTLANEJO,52,24,FEDERALIZADO,PRIMARIA,GENERAL,0.83%,2.5%,,95%,FEDERALIZADO
14DPR0454Z,VESPERTINO,CRISTOBAL COLON,46,JALOSTOTITLAN,24,24,FEDERALIZADO,PRIMARIA,GENERAL,8.7%,0%,,71.43%,FEDERALIZADO
14DPR0455Z,MATUTINO,12 DE OCTUBRE,46,JALOSTOTITLAN,24,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0456Y,MATUTINO,LAZARO CARDENAS DEL RIO,120,ZAPOPAN,44,24,FEDERALIZADO,PRIMARIA,GENERAL,0.21%,3.11%,,100%,FEDERALIZADO
14DPR0463H,VESPERTINO,GABRIELA MISTRAL,53,LAGOS DE MORENO,127,24,FEDERALIZADO,PRIMARIA,GENERAL,3.39%,0.88%,,81.25%,FEDERALIZADO
14DPR0464G,MATUTINO,IGNACIO ZARAGOZA,46,JALOSTOTITLAN,24,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0465F,MATUTINO,MIGUEL HIDALGO Y COSTILLA,46,JALOSTOTITLAN,228,24,FEDERALIZADO,PRIMARIA,GENERAL,14.63%,0%,,80%,FEDERALIZADO
14DPR0468C,MATUTINO,MIGUEL HIDALGO Y COSTILLA,46,JALOSTOTITLAN,228,24,FEDERALIZADO,PRIMARIA,GENERAL,1.8%,4.88%,,96.55%,FEDERALIZADO
14DPR0469B,VESPERTINO,BENITO JUAREZ,46,JALOSTOTITLAN,228,24,FEDERALIZADO,PRIMARIA,GENERAL,4.17%,2.17%,,73.33%,FEDERALIZADO
14DPR0470R,MATUTINO,MIGUEL HIDALGO Y COSTILLA,46,JALOSTOTITLAN,228,24,FEDERALIZADO,PRIMARIA,GENERAL,8.7%,0%,,42.86%,FEDERALIZADO
14DPR0471Q,MATUTINO,NI†OS HEROES,46,JALOSTOTITLAN,24,24,FEDERALIZADO,PRIMARIA,GENERAL,2.94%,0%,,50%,FEDERALIZADO
14DPR0472P,CONTINUO (JORNADA AMPLIADA),CUAUHTEMOC,99,TOLIMAN,184,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0473O,CONTINUO (JORNADA AMPLIADA),JOSE MA GONZALEZ HERMOSILLO,46,JALOSTOTITLAN,24,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0474N,CONTINUO (JORNADA AMPLIADA),NI†OS HEROES,106,TUXCACUESCO,244,24,FEDERALIZADO,PRIMARIA,GENERAL,19.05%,0%,,66.67%,FEDERALIZADO
14DPR0475M,MATUTINO,EMILIANO ZAPATA,70,EL SALTO,255,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0.23%,,100%,FEDERALIZADO
14DPR0476L,CONTINUO (JORNADA AMPLIADA),12 DE OCTUBRE,47,JAMAY,235,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0477K,MATUTINO,FRANCISCO I MADERO,47,JAMAY,235,24,FEDERALIZADO,PRIMARIA,GENERAL,0.71%,1.43%,,100%,FEDERALIZADO
14DPR0479I,MATUTINO,MIGUEL HIDALGO Y COSTILLA,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,66.67%,FEDERALIZADO
14DPR0480Y,CONTINUO (JORNADA AMPLIADA),16 DE SEPTIEMBRE,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,6.9%,0%,,55.56%,FEDERALIZADO
14DPR0481X,MATUTINO,IGNACIO ALLENDE,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0.68%,3.42%,,92.31%,FEDERALIZADO
14DPR0482W,VESPERTINO,REVOLUCION MEXICANA,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0483V,CONTINUO (JORNADA AMPLIADA),FRANCISCO MEDINA ASCENCIO,48,JESUS MARIA,227,24,FEDERALIZADO,PRIMARIA,GENERAL,2%,0%,,100%,FEDERALIZADO
14DPR0484U,CONTINUO (JORNADA AMPLIADA),18 DE MARZO,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,4.35%,,100%,FEDERALIZADO
14DPR0485T,MATUTINO,BENITO JUAREZ,48,JESUS MARIA,50,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0486S,MATUTINO,JUSTO SIERRA,48,JESUS MARIA,50,24,FEDERALIZADO,PRIMARIA,GENERAL,12.5%,0%,,0%,FEDERALIZADO
14DPR0488Q,MATUTINO,NARCISO MENDOZA,48,JESUS MARIA,50,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0489P,MATUTINO,AGUSTIN YA†EZ,48,JESUS MARIA,227,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0490E,MATUTINO,JOSE MA MORELOS Y PAVON,48,JESUS MARIA,50,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0491D,MATUTINO,REPUBLICA MEXICANA,98,SAN PEDRO TLAQUEPAQUE,113,24,FEDERALIZADO,PRIMARIA,GENERAL,1.08%,0%,,100%,FEDERALIZADO
14DPR0492C,MATUTINO,REPUBLICA DE ARGENTINA,48,JESUS MARIA,227,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,80%,FEDERALIZADO
14DPR0493B,MATUTINO,ADOLFO LOPEZ MATEOS,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0494A,MATUTINO,NICOLAS BRAVO,48,JESUS MARIA,227,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0496Z,CONTINUO (JORNADA AMPLIADA),PEDRO OGAZON,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,3.64%,0%,,100%,FEDERALIZADO
14DPR0497Y,MATUTINO,MANUEL LOPEZ COTILLA,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0498X,MATUTINO,16 DE SEPTIEMBRE,48,JESUS MARIA,50,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0499W,MATUTINO,FRANCISCO I MADERO,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,12.5%,,0%,FEDERALIZADO
14DPR0501U,MATUTINO,JOSE MA MORELOS Y PAVON,48,JESUS MARIA,227,24,FEDERALIZADO,PRIMARIA,GENERAL,20%,0%,,100%,FEDERALIZADO
14DPR0502T,MATUTINO,JUAN ESCUTIA,48,JESUS MARIA,50,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0504R,MATUTINO,GUSTAVO DIAZ ORDAZ,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0507O,CONTINUO (JORNADA AMPLIADA),REVOLUCION,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0508N,VESPERTINO,IGNACIO ALLENDE,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0509M,MATUTINO,MELCHOR OCAMPO,48,JESUS MARIA,227,24,FEDERALIZADO,PRIMARIA,GENERAL,7.69%,1.85%,,88.89%,FEDERALIZADO
14DPR0510B,CONTINUO (JORNADA AMPLIADA),RAMON CORONA,48,JESUS MARIA,210,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0511A,MATUTINO,VICENTE GUERRERO,48,JESUS MARIA,50,24,FEDERALIZADO,PRIMARIA,GENERAL,12.5%,0%,,0%,FEDERALIZADO
14DPR0512Z,MATUTINO,CARLOS PEREYRA,49,JILOTLAN DE LOS DOLORES,56,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0513Z,MATUTINO,JOSE ROSAS MORENO,39,GUADALAJARA,162,24,FEDERALIZADO,PRIMARIA,GENERAL,3.41%,0%,,92.96%,FEDERALIZADO
14DPR0514Y,VESPERTINO,JOSE ROSAS MORENO,39,GUADALAJARA,162,24,FEDERALIZADO,PRIMARIA,GENERAL,0.72%,0%,,100%,FEDERALIZADO
14DPR0515X,MATUTINO,MIGUEL HIDALGO Y COSTILLA,49,JILOTLAN DE LOS DOLORES,237,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0516W,CONTINUO (JORNADA AMPLIADA),JAIME NUNO,94,TEQUILA,201,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0518U,MATUTINO,MANUEL LOPEZ COTILLA,49,JILOTLAN DE LOS DOLORES,56,24,FEDERALIZADO,PRIMARIA,GENERAL,9.09%,0%,,50%,FEDERALIZADO
14DPR0519T,MATUTINO,MIGUEL HIDALGO Y COSTILLA,49,JILOTLAN DE LOS DOLORES,237,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,50%,FEDERALIZADO
14DPR0520I,MATUTINO,ENRIQUE C REBSAMEN,49,JILOTLAN DE LOS DOLORES,237,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0521H,MATUTINO,MIGUEL HIDALGO Y COSTILLA,49,JILOTLAN DE LOS DOLORES,56,24,FEDERALIZADO,PRIMARIA,GENERAL,6.9%,0%,,100%,FEDERALIZADO
14DPR0522G,MATUTINO,JUSTO SIERRA,49,JILOTLAN DE LOS DOLORES,237,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,28.57%,FEDERALIZADO
14DPR0523F,CONTINUO (JORNADA AMPLIADA),DAMIAN CARMONA,50,JOCOTEPEC,90,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0524E,CONTINUO (TIEMPO COMPLETO),J VICENTE NEGRETE,50,JOCOTEPEC,90,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,97.67%,FEDERALIZADO
14DPR0525D,MATUTINO,15 DE MAYO,50,JOCOTEPEC,90,24,FEDERALIZADO,PRIMARIA,GENERAL,3.33%,0.92%,,100%,FEDERALIZADO
14DPR0526C,MATUTINO,BENITO JUAREZ,50,JOCOTEPEC,90,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,5.5%,,72.34%,FEDERALIZADO
14DPR0528A,MATUTINO,CUAUHTEMOC,50,JOCOTEPEC,90,24,FEDERALIZADO,PRIMARIA,GENERAL,1.18%,0%,,65%,FEDERALIZADO
14DPR0529Z,MATUTINO,BENITO JUAREZ,50,JOCOTEPEC,90,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,6.45%,,100%,FEDERALIZADO
14DPR0530P,CONTINUO (JORNADA AMPLIADA),MANUEL LOPEZ COTILLA,50,JOCOTEPEC,90,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,86.36%,FEDERALIZADO
14DPR0531O,MATUTINO,MIGUEL HIDALGO Y COSTILLA,50,JOCOTEPEC,90,24,FEDERALIZADO,PRIMARIA,GENERAL,1.14%,0%,,97.62%,FEDERALIZADO
14DPR0532N,VESPERTINO,SINDICATO NAL DE TRABAJADORES DE LA EDUC,5,AMATITAN,120,24,FEDERALIZADO,PRIMARIA,GENERAL,4.95%,1.16%,,88.46%,FEDERALIZADO
14DPR0533M,MATUTINO,MARIANO AZUELA,53,LAGOS DE MORENO,169,24,FEDERALIZADO,PRIMARIA,GENERAL,1.24%,0%,,100%,FEDERALIZADO
14DPR0534L,VESPERTINO,MARIANO AZUELA,53,LAGOS DE MORENO,169,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,84.38%,FEDERALIZADO
14DPR0535K,MATUTINO,SALVADOR J CAMARENA,53,LAGOS DE MORENO,169,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0536J,MATUTINO,1 DE MAYO,53,LAGOS DE MORENO,99,24,FEDERALIZADO,PRIMARIA,GENERAL,3.6%,0.93%,,100%,FEDERALIZADO
14DPR0537I,MATUTINO,PLAN DE AYALA,53,LAGOS DE MORENO,99,24,FEDERALIZADO,PRIMARIA,GENERAL,1.23%,1.25%,,92.86%,FEDERALIZADO
14DPR0538H,MATUTINO,GUADALUPE VICTORIA,53,LAGOS DE MORENO,164,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,1.28%,,80%,FEDERALIZADO
14DPR0539G,VESPERTINO,PEDRO MORENO,53,LAGOS DE MORENO,169,24,FEDERALIZADO,PRIMARIA,GENERAL,2.42%,0%,,100%,FEDERALIZADO
14DPR0540W,MATUTINO,ANGELA PERALTA,53,LAGOS DE MORENO,169,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0541V,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,53,LAGOS DE MORENO,127,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0542U,MATUTINO,IGNACIO ALLENDE,53,LAGOS DE MORENO,127,24,FEDERALIZADO,PRIMARIA,GENERAL,3.95%,6.85%,,100%,FEDERALIZADO
14DPR0543T,MATUTINO,FRANCISCO VILLA,53,LAGOS DE MORENO,169,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,0%,FEDERALIZADO
14DPR0544S,CONTINUO (JORNADA AMPLIADA),JUSTO SIERRA,53,LAGOS DE MORENO,59,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,100%,FEDERALIZADO
14DPR0545R,MATUTINO,JOSE BECERRA,53,LAGOS DE MORENO,127,24,FEDERALIZADO,PRIMARIA,GENERAL,4.01%,1.93%,,100%,FEDERALIZADO
14DPR0546Q,MATUTINO,EMILIANO ZAPATA,53,LAGOS DE MORENO,217,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,66.67%,FEDERALIZADO
14DPR0547P,CONTINUO (JORNADA AMPLIADA),EMILIANO ZAPATA,53,LAGOS DE MORENO,99,24,FEDERALIZADO,PRIMARIA,GENERAL,13.04%,0%,,100%,FEDERALIZADO
14DPR0548O,CONTINUO (JORNADA AMPLIADA),MIGUEL HIDALGO Y COSTILLA,53,LAGOS DE MORENO,164,24,FEDERALIZADO,PRIMARIA,GENERAL,7.69%,0%,,33.33%,FEDERALIZADO
14DPR0549N,MATUTINO,PENSADOR MEXICANO,53,LAGOS DE MORENO,59,24,FEDERALIZADO,PRIMARIA,GENERAL,0%,0%,,66.67%,FEDERALIZADO
