CLAVE CT,NOM TURNO,NOMBRE CT,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,ZONA ESCOLAR,SOSTENIM.,NOM SOST.,NIVEL,PROGRAMA,DESERCIÓN INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL,SOSTENIMIENTO
14DAR0002W,MATUTINO,CENTRO DE EDUCACION ARTISTICA JOSE CLEMENTE OROZCO,39,GUADALAJARA,0,16,FEDERAL,BACHILLERATO,GENERAL,8.93%,2.94%,2.94%,73.17%,FEDERAL
14DAR0003V,VESPERTINO,CENTRO DE EDUCACION ARTISTICA JOSE CLEMENTE OROZCO,39,GUADALAJARA,0,16,FEDERAL,PROFESIONAL TECNICO,PROFESIONAL MEDIO,4.17%,13.04%,6.83%,50%,FEDERAL
14DBP0009Q,MATUTINO,CENTRO DE ESTUDIOS DE BACHILLERATO 5/5 GORDIANO GUZMAN,23,ZAPOTLAN EL GRANDE,0,11,FEDERAL,BACHILLERATO,GENERAL,17.14%,44.51%,35.11%,0%,FEDERAL
14DBP0009Q,VESPERTINO,CENTRO DE ESTUDIOS DE BACHILLERATO 5/5 GORDIANO GUZMAN,23,ZAPOTLAN EL GRANDE,0,11,FEDERAL,BACHILLERATO,GENERAL,12.36%,60.26%,47.44%,0%,FEDERAL
14DBP0010F,MATUTINO,CENTRO DE ESTUDIOS DE BACHILLERATO 6/8 IGNACIO MANUEL ALTAMIRANO,96,TIZAPAN EL ALTO,0,11,FEDERAL,BACHILLERATO,GENERAL,8.04%,22.65%,21.08%,68.72%,FEDERAL
14DCC0001T,MATUTINO,TUKIPA,61,MEZQUITIC,2,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0002S,MATUTINO,TAU,61,MEZQUITIC,5,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0004Q,MATUTINO,PARIYATSIE,61,MEZQUITIC,5,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0005P,MATUTINO,RAPABILIEMETA,61,MEZQUITIC,5,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0006O,MATUTINO,PLAN DE AYUTLA,61,MEZQUITIC,2,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0007N,MATUTINO,AYUKARITA,61,MEZQUITIC,2,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0008M,MATUTINO,NICOLAS BRAVO,61,MEZQUITIC,3,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0009L,MATUTINO,AMADO NERVO,61,MEZQUITIC,3,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0010A,MATUTINO,MANUEL CERVANTES IMAZ,61,MEZQUITIC,6,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0011Z,MATUTINO,MARIA MONTESSORI,61,MEZQUITIC,6,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0013Y,MATUTINO,NUNUTSI KITA,19,BOLA†OS,1,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0014X,MATUTINO,CENTRO DE CASTELLA†IZACION,19,BOLA†OS,4,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0015W,MATUTINO,TUI MAYEWE,61,MEZQUITIC,4,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0016V,MATUTINO,WAIKARIPA,19,BOLA†OS,1,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0018T,MATUTINO,TATEI MATINIERE,61,MEZQUITIC,4,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0019S,MATUTINO,PARISIKA,61,MEZQUITIC,2,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0020H,MATUTINO,TURI†VAQUIEACARI,61,MEZQUITIC,4,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0024D,MATUTINO,HUITZILOPOCHTLI,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0025C,MATUTINO,IXTLAMATKA SANILI,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0026B,MATUTINO,XOCHIPITSAUAK,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0027A,MATUTINO,SIUAKOATL,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0028Z,MATUTINO,XOXOJAYOUALI,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0029Z,MATUTINO,CHIKOMEXOCHITL,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0030O,MATUTINO,TLASOJKALI,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0031N,MATUTINO,XOCHIMILTOTOTL,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0032M,MATUTINO,UITSITSILIJ,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0033L,MATUTINO,XOKOYOTSIN,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0034K,MATUTINO,XICOXOCHITL,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0035J,MATUTINO,METSTLI,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0036I,MATUTINO,NEMILISTLI,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0039F,MATUTINO,ELJUIKAK,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0041U,MATUTINO,TEPEYAUALKO,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0042T,MATUTINO,CITLALTEPETL,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0043S,MATUTINO,ATLAMAYAJ,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0044R,MATUTINO,TLAYAL EUISKONEME,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0045Q,MATUTINO,MASATITLA,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0046P,MATUTINO,XOCHIKALKO,27,CUAUTITLAN DE GARCIA BARRAGAN,7,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0047O,MATUTINO,AITSARIE,61,MEZQUITIC,6,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0048N,MATUTINO,ELOXOCHITL,27,CUAUTITLAN DE GARCIA BARRAGAN,1,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0049M,MATUTINO,LUIS DONALDO COLOSIO,61,MEZQUITIC,5,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0051A,MATUTINO,TSERIEKAME,61,MEZQUITIC,2,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0052Z,MATUTINO,TURAMUKAME,61,MEZQUITIC,5,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0054Y,MATUTINO,JULIO VALENZUELA ROBLES,61,MEZQUITIC,6,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0055X,MATUTINO,TATEI KIE,61,MEZQUITIC,2,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0057V,MATUTINO,MARIANO CHINO DE LA CRUZ,19,BOLA†OS,1,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0058U,MATUTINO,NAKAWE,19,BOLA†OS,1,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0059T,MATUTINO,CATALINO TAPIA TRINIDAD,19,BOLA†OS,1,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0061H,MATUTINO,CRI CRI,61,MEZQUITIC,3,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0062G,MATUTINO,TAMATSI KAUYUMARIE,61,MEZQUITIC,6,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0063F,MATUTINO,T++RI WAKIE,61,MEZQUITIC,4,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0064E,MATUTINO,HUKUPA,61,MEZQUITIC,4,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0065D,MATUTINO,AKERI,61,MEZQUITIC,3,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCC0066C,MATUTINO,JOSE CORNEJO FRANCO,61,MEZQUITIC,4,24,FEDERALIZADO,PREESCOLAR,INDIGENA,,,,,FEDERALIZADO
14DCM0001Z,MATUTINO,CENTRO DE ESTUDIOS TECNOLOGICOS EN AGUAS CONTINENTALES 01,50,JOCOTEPEC,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,18.31%,23.24%,20.75%,55.65%,FEDERAL
14DCT0001J,MATUTINO,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIALES Y DE SERVICIOS NUM 63,6,AMECA,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,8.19%,20.36%,5.72%,59.66%,FEDERAL
14DCT0002I,MATUTINO,CENTRO DE BACHILLERATO TECNICO INDUSTRIAL Y DE SERVICIOS NUM 201,66,PONCITLAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,10.37%,37.94%,19.45%,100%,FEDERAL
14DCT0002I,VESPERTINO,CENTRO DE BACHILLERATO TECNICO INDUSTRIAL Y DE SERVICIOS NUM 201,66,PONCITLAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,18%,50%,18.29%,79.55%,FEDERAL
14DCT0003H,MATUTINO,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM 73,18,LA BARCA,1,11,FEDERAL,BACHILLERATO,TECNOLOGICO,46.54%,36.01%,8.81%,100%,FEDERAL
14DCT0004G,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 226,23,ZAPOTLAN EL GRANDE,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,30.87%,16.98%,5.5%,95.7%,FEDERAL
14DCT0004G,VESPERTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 226,23,ZAPOTLAN EL GRANDE,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,33.15%,35.92%,16.53%,72.69%,FEDERAL
14DCT0005F,MATUTINO,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIALES Y DE SERVICIOS NUM 162,124,ZAPOTLANEJO,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,2.34%,16.27%,14.55%,86.5%,FEDERAL
14DCT0006E,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NO.274,8,ARANDAS,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,31.94%,23.81%,12.93%,38.54%,FEDERAL
14DCT0025T,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 10,39,GUADALAJARA,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,1.95%,23.97%,15.57%,70.12%,FEDERAL
14DCT0025T,VESPERTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 10,39,GUADALAJARA,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,11.05%,24.85%,13.65%,53.6%,FEDERAL
14DCT0209Z,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 49,63,OCOTLAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,2.85%,28.15%,15.87%,83.64%,FEDERAL
14DCT0209Z,VESPERTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 49,63,OCOTLAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,8.15%,43.82%,30.65%,58.75%,FEDERAL
14DCT0241I,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 68,67,PUERTO VALLARTA,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,6.26%,40.31%,23.05%,69.77%,FEDERAL
14DCT0241I,VESPERTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 68,67,PUERTO VALLARTA,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,8.61%,49.11%,33.97%,65.73%,FEDERAL
14DCT0243G,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 70,108,TUXPAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,31.79%,30.58%,10.92%,66.52%,FEDERAL
14DCT0243G,VESPERTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 70,108,TUXPAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,35.71%,50.62%,21.6%,44.34%,FEDERAL
14DCT0244F,MATUTINO,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIALES Y DE SERVICIOS NUM 14,120,ZAPOPAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,8.93%,34.18%,19.3%,100%,FEDERAL
14DCT0244F,VESPERTINO,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIALES Y DE SERVICIOS NUM 14,120,ZAPOPAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,7.3%,35.76%,16.77%,56.54%,FEDERAL
14DCT0262V,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 262,53,LAGOS DE MORENO,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,7.25%,17.92%,13.19%,79.6%,FEDERAL
14DCT0262V,VESPERTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 262,53,LAGOS DE MORENO,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,1.13%,26.29%,18.29%,42%,FEDERAL
14DCT0269O,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 38,120,ZAPOPAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,5.53%,43.63%,22.84%,78.76%,FEDERAL
14DCT0269O,VESPERTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 38,120,ZAPOPAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,8.67%,47.77%,28.78%,59.42%,FEDERAL
14DCT0270D,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 244,55,MAGDALENA,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,33.27%,30.41%,18.63%,71.29%,FEDERAL
14DCT0271C,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 247,91,TEOCALTICHE,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,1.96%,22.27%,10.91%,69.77%,FEDERAL
14DCT0272B,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 245,64,OJUELOS DE JALISCO,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,4.79%,52.91%,26.46%,51.68%,FEDERAL
14DCT0273A,MATUTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 246,120,ZAPOPAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,4.79%,41.24%,16.11%,67%,FEDERAL
14DCT0273A,VESPERTINO,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM 246,120,ZAPOPAN,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,7.88%,59.59%,35.66%,49%,FEDERAL
14DCT0274Z,MATUTINO,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIALES Y DE SERVICIOS NUM 161,83,TALA,0,11,FEDERAL,BACHILLERATO,TECNOLOGICO,2.05%,36.98%,25.23%,62.75%,FEDERAL
14DDI0004J,MATUTINO,CENTRO DE DESARROLLO INFANTIL 1,120,ZAPOPAN,9,24,FEDERALIZADO,PREESCOLAR,CENDI,,,,,FEDERALIZADO
14DDI0005I,MATUTINO,CENDI INFANTIL 2,39,GUADALAJARA,6,24,FEDERALIZADO,PREESCOLAR,CENDI,,,,,FEDERALIZADO
14DDI0006H,MATUTINO,CENDI 3 LUZ MARIA SERRADELL ROMERO,23,ZAPOTLAN EL GRANDE,14,24,FEDERALIZADO,PREESCOLAR,CENDI,,,,,FEDERALIZADO
14DDI0007G,MATUTINO,BEATRIZ HERNANDEZ,67,PUERTO VALLARTA,17,24,FEDERALIZADO,PREESCOLAR,CENDI,,,,,FEDERALIZADO
14DDI0008F,MATUTINO,CENDI 5 GABRIELA MISTRAL,53,LAGOS DE MORENO,16,24,FEDERALIZADO,PREESCOLAR,CENDI,,,,,FEDERALIZADO
14DDI0009E,MATUTINO,CENDI 6,15,AUTLAN DE NAVARRO,12,24,FEDERALIZADO,PREESCOLAR,CENDI,,,,,FEDERALIZADO
14DDI0010U,MATUTINO,CENDI 7 MANUEL CERVANTES IMAZ,120,ZAPOPAN,10,24,FEDERALIZADO,PREESCOLAR,CENDI,,,,,FEDERALIZADO
14DES0001S,MATUTINO,JOSE MA MORELOS Y PAVON,6,AMECA,6,24,FEDERALIZADO,SECUNDARIA,GENERAL,3.2%,0.14%,0%,88.43%,FEDERALIZADO
14DES0001S,VESPERTINO,JOSE MA MORELOS Y PAVON,6,AMECA,6,24,FEDERALIZADO,SECUNDARIA,GENERAL,4.3%,0%,0%,86.64%,FEDERALIZADO
14DES0002R,MATUTINO,JUAN RULFO,106,TUXCACUESCO,7,24,FEDERALIZADO,SECUNDARIA,GENERAL,8.08%,0%,0%,76.92%,FEDERALIZADO
14DES0003Q,MATUTINO,MANUEL AVILA CAMACHO,118,YAHUALICA DE GONZALEZ GALLO,15,24,FEDERALIZADO,SECUNDARIA,GENERAL,5.5%,2.8%,1.94%,81.77%,FEDERALIZADO
14DES0003Q,VESPERTINO,MANUEL AVILA CAMACHO,118,YAHUALICA DE GONZALEZ GALLO,15,24,FEDERALIZADO,SECUNDARIA,GENERAL,10.12%,4.95%,4.95%,76.7%,FEDERALIZADO
14DES0004P,MATUTINO,MIGUEL HIDALGO Y COSTILLA,108,TUXPAN,8,24,FEDERALIZADO,SECUNDARIA,GENERAL,2.63%,3.02%,2.38%,84.77%,FEDERALIZADO
14DES0004P,VESPERTINO,MIGUEL HIDALGO Y COSTILLA,108,TUXPAN,8,24,FEDERALIZADO,SECUNDARIA,GENERAL,3.51%,8.08%,6.26%,72.5%,FEDERALIZADO
14DES0005O,VESPERTINO,BENITO JUAREZ,23,ZAPOTLAN EL GRANDE,8,24,FEDERALIZADO,SECUNDARIA,GENERAL,5.73%,7.29%,3.82%,72.31%,FEDERALIZADO
14DES0005O,MATUTINO,BENITO JUAREZ,23,ZAPOTLAN EL GRANDE,8,24,FEDERALIZADO,SECUNDARIA,GENERAL,0.77%,9.59%,1.55%,96.24%,FEDERALIZADO
14DES0006N,VESPERTINO,MANUEL LOPEZ COTILLA,15,AUTLAN DE NAVARRO,7,24,FEDERALIZADO,SECUNDARIA,GENERAL,11.18%,0%,0%,82.24%,FEDERALIZADO
14DES0006N,MATUTINO,MANUEL LOPEZ COTILLA,15,AUTLAN DE NAVARRO,7,24,FEDERALIZADO,SECUNDARIA,GENERAL,2.18%,0%,0%,88.6%,FEDERALIZADO
14DES0007M,MATUTINO,BENITO JUAREZ,18,LA BARCA,5,24,FEDERALIZADO,SECUNDARIA,GENERAL,3.14%,9.61%,6.13%,82.24%,FEDERALIZADO
14DES0007M,VESPERTINO,BENITO JUAREZ,18,LA BARCA,5,24,FEDERALIZADO,SECUNDARIA,GENERAL,10.06%,13.17%,9.34%,71%,FEDERALIZADO
14DES0008L,MATUTINO,JOSE MA MERCADO,3,AHUALULCO DE MERCADO,6,24,FEDERALIZADO,SECUNDARIA,GENERAL,0.85%,0%,0%,90.77%,FEDERALIZADO
14DES0008L,VESPERTINO,JOSE MA MERCADO,3,AHUALULCO DE MERCADO,6,24,FEDERALIZADO,SECUNDARIA,GENERAL,3%,0%,0%,80.49%,FEDERALIZADO
14DES0009K,MATUTINO,JESUS REYES HEROLES,120,ZAPOPAN,9,24,FEDERALIZADO,SECUNDARIA,GENERAL,0%,19.14%,10.29%,92.31%,FEDERALIZADO
14DES0010Z,MATUTINO,AGUSTIN YA†EZ,39,GUADALAJARA,1,24,FEDERALIZADO,SECUNDARIA,GENERAL,2.55%,0%,0%,84.78%,FEDERALIZADO
14DES0010Z,VESPERTINO,AGUSTIN YA†EZ,39,GUADALAJARA,1,24,FEDERALIZADO,SECUNDARIA,GENERAL,3.08%,0%,0%,84.59%,FEDERALIZADO
14DES0011Z,MATUTINO,VALENTIN GOMEZ FARIAS,2,ACATLAN DE JUAREZ,14,24,FEDERALIZADO,SECUNDARIA,GENERAL,0.85%,9.44%,5.15%,94.27%,FEDERALIZADO
14DES0011Z,VESPERTINO,VALENTIN GOMEZ FARIAS,2,ACATLAN DE JUAREZ,14,24,FEDERALIZADO,SECUNDARIA,GENERAL,7.05%,6.71%,5.25%,75.91%,FEDERALIZADO
14DES0012Y,MATUTINO,RAMON CORONA,35,ENCARNACION DE DIAZ,13,24,FEDERALIZADO,SECUNDARIA,GENERAL,2.16%,1.41%,0.8%,85.78%,FEDERALIZADO
14DES0012Y,VESPERTINO,RAMON CORONA,35,ENCARNACION DE DIAZ,13,24,FEDERALIZADO,SECUNDARIA,GENERAL,10.03%,1.86%,1.12%,80.17%,FEDERALIZADO
14DES0013X,MATUTINO,JOSE LOPEZ PORTILLO Y W,51,JUANACATLAN,10,24,FEDERALIZADO,SECUNDARIA,GENERAL,3.46%,1.27%,0%,87.29%,FEDERALIZADO
14DES0013X,VESPERTINO,JOSE LOPEZ PORTILLO Y W,51,JUANACATLAN,10,24,FEDERALIZADO,SECUNDARIA,GENERAL,4.83%,1.32%,1.1%,77.53%,FEDERALIZADO
14DES0014W,MATUTINO,LAZARO CARDENAS DEL RIO,70,EL SALTO,4,24,FEDERALIZADO,SECUNDARIA,GENERAL,5.86%,4.29%,3.46%,84.53%,FEDERALIZADO
14DES0014W,VESPERTINO,LAZARO CARDENAS DEL RIO,70,EL SALTO,4,24,FEDERALIZADO,SECUNDARIA,GENERAL,10.01%,6.08%,4.45%,72.86%,FEDERALIZADO
14DES0015V,MATUTINO,ESCUELA SECUNDARIA FEDERAL 65,98,SAN PEDRO TLAQUEPAQUE,4,24,FEDERALIZADO,SECUNDARIA,GENERAL,2.95%,0%,0%,86.4%,FEDERALIZADO
14DES0015V,VESPERTINO,ESCUELA SECUNDARIA FEDERAL 65,98,SAN PEDRO TLAQUEPAQUE,4,24,FEDERALIZADO,SECUNDARIA,GENERAL,4.73%,0.27%,0.27%,81.65%,FEDERALIZADO
14DES0016U,MATUTINO,CALMECAC,65,PIHUAMO,8,24,FEDERALIZADO,SECUNDARIA,GENERAL,1.99%,0%,0%,80.82%,FEDERALIZADO
14DES0017T,MATUTINO,JOSE ANTONIO TORRES,120,ZAPOPAN,3,24,FEDERALIZADO,SECUNDARIA,GENERAL,3%,1.93%,1.67%,92%,FEDERALIZADO
14DES0017T,VESPERTINO,JOSE ANTONIO TORRES,120,ZAPOPAN,3,24,FEDERALIZADO,SECUNDARIA,GENERAL,6.61%,13.38%,8.46%,75.42%,FEDERALIZADO
14DES0018S,MATUTINO,VICENTE GUERRERO,77,SAN MARTIN HIDALGO,6,24,FEDERALIZADO,SECUNDARIA,GENERAL,0%,0%,0%,100%,FEDERALIZADO
14DES0019R,MATUTINO,PEDRO MORENO,72,SAN DIEGO DE ALEJANDRIA,13,24,FEDERALIZADO,SECUNDARIA,GENERAL,6.43%,0.55%,0.27%,90.91%,FEDERALIZADO
14DES0020G,VESPERTINO,FERNANDO MONTES DE OCA,39,GUADALAJARA,11,24,FEDERALIZADO,SECUNDARIA,GENERAL,6.72%,20.02%,12.82%,66.47%,FEDERALIZADO
14DES0020G,MATUTINO,FERNANDO MONTES DE OCA,39,GUADALAJARA,11,24,FEDERALIZADO,SECUNDARIA,GENERAL,8.53%,27.15%,21.84%,70.64%,FEDERALIZADO
14DES0021F,MATUTINO,PEDRO OGAZON,98,SAN PEDRO TLAQUEPAQUE,12,24,FEDERALIZADO,SECUNDARIA,GENERAL,5.05%,0%,0%,84.81%,FEDERALIZADO
14DES0021F,VESPERTINO,PEDRO OGAZON,98,SAN PEDRO TLAQUEPAQUE,12,24,FEDERALIZADO,SECUNDARIA,GENERAL,8.47%,0%,0%,72.8%,FEDERALIZADO
14DES0022E,MATUTINO,GREGORIO TORRES QUINTERO,97,TLAJOMULCO DE ZU†IGA,14,24,FEDERALIZADO,SECUNDARIA,GENERAL,5.11%,0.74%,0.74%,100%,FEDERALIZADO
14DES0022E,VESPERTINO,GREGORIO TORRES QUINTERO,97,TLAJOMULCO DE ZU†IGA,14,24,FEDERALIZADO,SECUNDARIA,GENERAL,5.26%,4.32%,2.26%,86.67%,FEDERALIZADO
14DES0023D,VESPERTINO,ESCUELA SECUNDARIA FEDERAL 66,120,ZAPOPAN,3,24,FEDERALIZADO,SECUNDARIA,GENERAL,6.74%,9.88%,3.86%,76.43%,FEDERALIZADO
